gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ016374	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X9U5]	ID=gene:CPIJ016374;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X9U5];gene_id=CPIJ016374;logic_name=vectorbase_culex
CPIJ016397	0	0	0	1	0	0	0	0	1		Guanine nucleotide-binding protein G(I) subunit alpha 65A [Source:UniProtKB/TrEMBL%3BAcc:B0XB67]	ID=gene:CPIJ016397;biotype=protein_coding;description=Guanine nucleotide-binding protein G(I) subunit alpha 65A [Source:UniProtKB/TrEMBL%3BAcc:B0XB67];gene_id=CPIJ016397;logic_name=vectorbase_culex
CPIJ016405	0	0	0	0	0	1	1	0	1		protein FAM18B [Source:VB Community Annotation]	ID=gene:CPIJ016405;biotype=protein_coding;description=protein FAM18B [Source:VB Community Annotation];gene_id=CPIJ016405;logic_name=vectorbase_culex
CPIJ016411	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XA49]	ID=gene:CPIJ016411;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XA49];gene_id=CPIJ016411;logic_name=vectorbase_culex
CPIJ016434	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XA91]	ID=gene:CPIJ016434;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XA91];gene_id=CPIJ016434;logic_name=vectorbase_culex
CPIJ016439	0	0	0	1	0	0	0	0	0		CCR4-NOT transcription complex subunit 7 [Source:UniProtKB/TrEMBL%3BAcc:B0XA96]	ID=gene:CPIJ016439;biotype=protein_coding;description=CCR4-NOT transcription complex subunit 7 [Source:UniProtKB/TrEMBL%3BAcc:B0XA96];gene_id=CPIJ016439;logic_name=vectorbase_culex
CPIJ016462	0	0	0	0	1	0	0	0	0		Actin 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XB41]	ID=gene:CPIJ016462;biotype=protein_coding;description=Actin 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XB41];gene_id=CPIJ016462;logic_name=vectorbase_culex
CPIJ016469	0	0	0	0	0	1	0	0	0		Signal transducer and activator of transcription [Source:UniProtKB/TrEMBL%3BAcc:B0XAD3]	ID=gene:CPIJ016469;biotype=protein_coding;description=Signal transducer and activator of transcription [Source:UniProtKB/TrEMBL%3BAcc:B0XAD3];gene_id=CPIJ016469;logic_name=vectorbase_culex
CPIJ016497	0	0	0	0	1	0	0	0	0		thrombospondin-4%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ016497;biotype=protein_coding;description=thrombospondin-4%2C putative [Source:VB Community Annotation];gene_id=CPIJ016497;logic_name=vectorbase_culex
CPIJ016504	0	0	0	0	0	0	1	0	0		Mitotic checkpoint protein BUB3 [Source:UniProtKB/TrEMBL%3BAcc:B0XAW2]	ID=gene:CPIJ016504;biotype=protein_coding;description=Mitotic checkpoint protein BUB3 [Source:UniProtKB/TrEMBL%3BAcc:B0XAW2];gene_id=CPIJ016504;logic_name=vectorbase_culex
CPIJ016512	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCI4]	ID=gene:CPIJ016512;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCI4];gene_id=CPIJ016512;logic_name=vectorbase_culex
CPIJ016573	0	0	0	1	0	0	0	0	0		Aladin [Source:UniProtKB/TrEMBL%3BAcc:B0XBT7]	ID=gene:CPIJ016573;biotype=protein_coding;description=Aladin [Source:UniProtKB/TrEMBL%3BAcc:B0XBT7];gene_id=CPIJ016573;logic_name=vectorbase_culex
CPIJ016575	0	0	0	1	0	0	1	0	1			ID=gene:CPIJ016575;biotype=protein_coding;gene_id=CPIJ016575;logic_name=vectorbase_culex
CPIJ016579	0	0	0	0	0	1	1	0	0		Exosome complex exonuclease RRP40 [Source:UniProtKB/TrEMBL%3BAcc:B0XBU3]	ID=gene:CPIJ016579;biotype=protein_coding;description=Exosome complex exonuclease RRP40 [Source:UniProtKB/TrEMBL%3BAcc:B0XBU3];gene_id=CPIJ016579;logic_name=vectorbase_culex
CPIJ016588	0	0	0	0	1	0	0	0	0		lipase member I precursor [Source:VB Community Annotation]	ID=gene:CPIJ016588;biotype=protein_coding;description=lipase member I precursor [Source:VB Community Annotation];gene_id=CPIJ016588;logic_name=vectorbase_culex
CPIJ016621	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XB12]	ID=gene:CPIJ016621;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XB12];gene_id=CPIJ016621;logic_name=vectorbase_culex
CPIJ016638	0	0	0	0	0	1	1	0	0		Glycine cleavage system H protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAY4]	ID=gene:CPIJ016638;biotype=protein_coding;description=Glycine cleavage system H protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAY4];gene_id=CPIJ016638;logic_name=vectorbase_culex
CPIJ016641	0	0	0	1	0	0	0	0	0		ecdysone-inducible protein E78A - fruit fly [Source:VB Community Annotation]	ID=gene:CPIJ016641;biotype=protein_coding;description=ecdysone-inducible protein E78A - fruit fly [Source:VB Community Annotation];gene_id=CPIJ016641;logic_name=vectorbase_culex
CPIJ016648	0	0	0	0	0	1	0	0	0		Antennae-specific protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAP1]	ID=gene:CPIJ016648;biotype=protein_coding;description=Antennae-specific protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAP1];gene_id=CPIJ016648;logic_name=vectorbase_culex
CPIJ016649	0	0	0	1	0	0	0	0	0		UBX domain-containing protein 8 [Source:UniProtKB/TrEMBL%3BAcc:B0XAP2]	ID=gene:CPIJ016649;biotype=protein_coding;description=UBX domain-containing protein 8 [Source:UniProtKB/TrEMBL%3BAcc:B0XAP2];gene_id=CPIJ016649;logic_name=vectorbase_culex
CPIJ016651	0	0	0	0	1	0	0	0	1		HemK methyltransferase family member 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XAP4]	ID=gene:CPIJ016651;biotype=protein_coding;description=HemK methyltransferase family member 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XAP4];gene_id=CPIJ016651;logic_name=vectorbase_culex
CPIJ016661	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAQ4]	ID=gene:CPIJ016661;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XAQ4];gene_id=CPIJ016661;logic_name=vectorbase_culex
CPIJ016663	0	0	0	1	0	0	0	0	0		Aaa atpase [Source:UniProtKB/TrEMBL%3BAcc:B0XAQ6]	ID=gene:CPIJ016663;biotype=protein_coding;description=Aaa atpase [Source:UniProtKB/TrEMBL%3BAcc:B0XAQ6];gene_id=CPIJ016663;logic_name=vectorbase_culex
CPIJ016671	0	0	0	0	0	0	1	0	1		Chromatin regulatory protein sir2 [Source:UniProtKB/TrEMBL%3BAcc:B0XB82]	ID=gene:CPIJ016671;biotype=protein_coding;description=Chromatin regulatory protein sir2 [Source:UniProtKB/TrEMBL%3BAcc:B0XB82];gene_id=CPIJ016671;logic_name=vectorbase_culex
CPIJ016681	0	0	0	0	1	0	0	0	0		esterase FE4 precursor [Source:VB Community Annotation]	ID=gene:CPIJ016681;biotype=protein_coding;description=esterase FE4 precursor [Source:VB Community Annotation];gene_id=CPIJ016681;logic_name=vectorbase_culex
CPIJ016691	0	0	0	0	1	0	0	0	0		vitronectin precursor [Source:VB Community Annotation]	ID=gene:CPIJ016691;biotype=protein_coding;description=vitronectin precursor [Source:VB Community Annotation];gene_id=CPIJ016691;logic_name=vectorbase_culex
CPIJ016697	0	0	0	0	1	1	0	0	1		Leukocyte elastase inhibitor [Source:UniProtKB/TrEMBL%3BAcc:B0XC50]	ID=gene:CPIJ016697;biotype=protein_coding;description=Leukocyte elastase inhibitor [Source:UniProtKB/TrEMBL%3BAcc:B0XC50];gene_id=CPIJ016697;logic_name=vectorbase_culex
CPIJ016721	0	0	0	0	0	1	0	0	0		Alcohol dehydrogenase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XCJ5]	ID=gene:CPIJ016721;biotype=protein_coding;description=Alcohol dehydrogenase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XCJ5];gene_id=CPIJ016721;logic_name=vectorbase_culex
CPIJ016731	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBB0]	ID=gene:CPIJ016731;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBB0];gene_id=CPIJ016731;logic_name=vectorbase_culex
CPIJ016734	0	0	0	0	0	0	1	0	0		cysteine-rich venom protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ016734;biotype=protein_coding;description=cysteine-rich venom protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ016734;logic_name=vectorbase_culex
CPIJ016740	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBB8]	ID=gene:CPIJ016740;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBB8];gene_id=CPIJ016740;logic_name=vectorbase_culex
CPIJ016741	0	0	0	0	0	1	0	0	0		Thioesterase superfamily member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XBB9]	ID=gene:CPIJ016741;biotype=protein_coding;description=Thioesterase superfamily member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XBB9];gene_id=CPIJ016741;logic_name=vectorbase_culex
CPIJ016768	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCG8]	ID=gene:CPIJ016768;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCG8];gene_id=CPIJ016768;logic_name=vectorbase_culex
CPIJ016777	0	0	0	0	0	0	0	0	1		hydroxyacyl-coenzyme A dehydrogenase%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ016777;biotype=protein_coding;description=hydroxyacyl-coenzyme A dehydrogenase%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ016777;logic_name=vectorbase_culex
CPIJ016780	0	0	0	1	1	0	0	0	1		Mitochondrial 2-oxoglutarate/malate carrier protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDK4]	ID=gene:CPIJ016780;biotype=protein_coding;description=Mitochondrial 2-oxoglutarate/malate carrier protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDK4];gene_id=CPIJ016780;logic_name=vectorbase_culex
CPIJ016820	0	0	0	0	0	0	1	0	0		FAD oxidoreductase [Source:UniProtKB/TrEMBL%3BAcc:B0XBZ2]	ID=gene:CPIJ016820;biotype=protein_coding;description=FAD oxidoreductase [Source:UniProtKB/TrEMBL%3BAcc:B0XBZ2];gene_id=CPIJ016820;logic_name=vectorbase_culex
CPIJ016836	0	0	0	0	0	0	1	0	1		Cytochrome c oxidase subunit I [Source:UniProtKB/TrEMBL%3BAcc:B0XBD1]	ID=gene:CPIJ016836;biotype=protein_coding;description=Cytochrome c oxidase subunit I [Source:UniProtKB/TrEMBL%3BAcc:B0XBD1];gene_id=CPIJ016836;logic_name=vectorbase_culex
CPIJ016843	0	0	0	0	0	1	1	0	0		Histone deacetylase complex subunit SAP18 [Source:UniProtKB/TrEMBL%3BAcc:B0XBD8]	ID=gene:CPIJ016843;biotype=protein_coding;description=Histone deacetylase complex subunit SAP18 [Source:UniProtKB/TrEMBL%3BAcc:B0XBD8];gene_id=CPIJ016843;logic_name=vectorbase_culex
CPIJ016863	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCX3]	ID=gene:CPIJ016863;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCX3];gene_id=CPIJ016863;logic_name=vectorbase_culex
CPIJ016871	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBY0]	ID=gene:CPIJ016871;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBY0];gene_id=CPIJ016871;logic_name=vectorbase_culex
CPIJ016884	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBF9]	ID=gene:CPIJ016884;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBF9];gene_id=CPIJ016884;logic_name=vectorbase_culex
CPIJ016887	0	0	0	0	1	0	0	0	0		Multidrug resistance protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XBG2]	ID=gene:CPIJ016887;biotype=protein_coding;description=Multidrug resistance protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XBG2];gene_id=CPIJ016887;logic_name=vectorbase_culex
CPIJ016893	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBJ7]	ID=gene:CPIJ016893;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBJ7];gene_id=CPIJ016893;logic_name=vectorbase_culex
CPIJ016903	0	0	0	1	1	0	0	0	1		Signal peptidase complex subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0XD98]	ID=gene:CPIJ016903;biotype=protein_coding;description=Signal peptidase complex subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0XD98];gene_id=CPIJ016903;logic_name=vectorbase_culex
CPIJ016906	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDA1]	ID=gene:CPIJ016906;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDA1];gene_id=CPIJ016906;logic_name=vectorbase_culex
CPIJ016910	0	0	0	0	1	0	0	0	0		beta-hexosaminidase b [Source:VB Community Annotation]	ID=gene:CPIJ016910;biotype=protein_coding;description=beta-hexosaminidase b [Source:VB Community Annotation];gene_id=CPIJ016910;logic_name=vectorbase_culex
CPIJ016921	0	0	0	0	0	1	0	0	0		3-oxoacyl-[acyl-carrier-protein] reductase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XBQ5]	ID=gene:CPIJ016921;biotype=protein_coding;description=3-oxoacyl-[acyl-carrier-protein] reductase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XBQ5];gene_id=CPIJ016921;logic_name=vectorbase_culex
CPIJ016926	0	0	0	0	0	1	0	0	0		Cytochrome b5 [Source:UniProtKB/TrEMBL%3BAcc:B0XBR0]	ID=gene:CPIJ016926;biotype=protein_coding;description=Cytochrome b5 [Source:UniProtKB/TrEMBL%3BAcc:B0XBR0];gene_id=CPIJ016926;logic_name=vectorbase_culex
CPIJ016927	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBR1]	ID=gene:CPIJ016927;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBR1];gene_id=CPIJ016927;logic_name=vectorbase_culex
CPIJ016928	0	0	0	0	0	0	1	0	0	SG15P4	15.4 kda salivary peptide [Source:VB Community Annotation]	ID=gene:CPIJ016928;Name=SG15P4;biotype=protein_coding;description=15.4 kda salivary peptide [Source:VB Community Annotation];gene_id=CPIJ016928;logic_name=vectorbase_culex
CPIJ016930	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBR4]	ID=gene:CPIJ016930;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBR4];gene_id=CPIJ016930;logic_name=vectorbase_culex
CPIJ016946	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XC60]	ID=gene:CPIJ016946;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XC60];gene_id=CPIJ016946;logic_name=vectorbase_culex
CPIJ016949	0	0	0	0	0	1	0	0	0	OBP12	odorant binding protein OBP12 [Source:VB Community Annotation]	ID=gene:CPIJ016949;Name=OBP12;biotype=protein_coding;description=odorant binding protein OBP12 [Source:VB Community Annotation];gene_id=CPIJ016949;logic_name=vectorbase_culex
CPIJ016975	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBK8]	ID=gene:CPIJ016975;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XBK8];gene_id=CPIJ016975;logic_name=vectorbase_culex
CPIJ016978	0	0	0	0	0	0	1	0	0			ID=gene:CPIJ016978;biotype=protein_coding;gene_id=CPIJ016978;logic_name=vectorbase_culex
CPIJ016983	0	0	0	0	1	0	0	0	0		Venom allergen [Source:UniProtKB/TrEMBL%3BAcc:B0XBL6]	ID=gene:CPIJ016983;biotype=protein_coding;description=Venom allergen [Source:UniProtKB/TrEMBL%3BAcc:B0XBL6];gene_id=CPIJ016983;logic_name=vectorbase_culex
CPIJ017019	0	0	0	0	1	0	0	0	0		Alcohol dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0XCE5]	ID=gene:CPIJ017019;biotype=protein_coding;description=Alcohol dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0XCE5];gene_id=CPIJ017019;logic_name=vectorbase_culex
CPIJ017075	0	0	0	0	0	1	0	0	0		galactose-specific C-type lectin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ017075;biotype=protein_coding;description=galactose-specific C-type lectin%2C putative [Source:VB Community Annotation];gene_id=CPIJ017075;logic_name=vectorbase_culex
CPIJ017096	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCX5]	ID=gene:CPIJ017096;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCX5];gene_id=CPIJ017096;logic_name=vectorbase_culex
CPIJ017102	0	0	0	1	0	0	0	0	0		F-box and wd-40 domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD69]	ID=gene:CPIJ017102;biotype=protein_coding;description=F-box and wd-40 domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD69];gene_id=CPIJ017102;logic_name=vectorbase_culex
CPIJ017163	0	0	0	0	0	1	0	0	0		Odorant-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCD3]	ID=gene:CPIJ017163;biotype=protein_coding;description=Odorant-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCD3];gene_id=CPIJ017163;logic_name=vectorbase_culex
CPIJ017176	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCT9]	ID=gene:CPIJ017176;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCT9];gene_id=CPIJ017176;logic_name=vectorbase_culex
CPIJ017178	0	0	0	0	1	0	0	0	0		Myoinositol oxygenase [Source:UniProtKB/TrEMBL%3BAcc:B0XCU1]	ID=gene:CPIJ017178;biotype=protein_coding;description=Myoinositol oxygenase [Source:UniProtKB/TrEMBL%3BAcc:B0XCU1];gene_id=CPIJ017178;logic_name=vectorbase_culex
CPIJ017187	0	0	0	0	0	1	0	0	0		histone H3.3 type 2 [Source:VB Community Annotation]	ID=gene:CPIJ017187;biotype=protein_coding;description=histone H3.3 type 2 [Source:VB Community Annotation];gene_id=CPIJ017187;logic_name=vectorbase_culex
CPIJ017197	0	0	0	0	0	1	0	0	0	LRIM33	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	ID=gene:CPIJ017197;Name=LRIM33;biotype=protein_coding;description=leucine-rich immune protein (Coil-less) [Source:VB Community Annotation];gene_id=CPIJ017197;logic_name=vectorbase_culex
CPIJ017219	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCK9]	ID=gene:CPIJ017219;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCK9];gene_id=CPIJ017219;logic_name=vectorbase_culex
CPIJ017226	0	0	0	0	1	0	0	0	0		Zinc finger protein 449 [Source:UniProtKB/TrEMBL%3BAcc:B0XCL6]	ID=gene:CPIJ017226;biotype=protein_coding;description=Zinc finger protein 449 [Source:UniProtKB/TrEMBL%3BAcc:B0XCL6];gene_id=CPIJ017226;logic_name=vectorbase_culex
CPIJ017227	0	0	0	1	0	0	0	0	0		phospholipase D3 [Source:VB Community Annotation]	ID=gene:CPIJ017227;biotype=protein_coding;description=phospholipase D3 [Source:VB Community Annotation];gene_id=CPIJ017227;logic_name=vectorbase_culex
CPIJ017229	0	0	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCL9]	ID=gene:CPIJ017229;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCL9];gene_id=CPIJ017229;logic_name=vectorbase_culex
CPIJ017247	0	0	0	0	0	1	0	0	1		microsomal signal peptidase 18 kDa subunit [Source:VB Community Annotation]	ID=gene:CPIJ017247;biotype=protein_coding;description=microsomal signal peptidase 18 kDa subunit [Source:VB Community Annotation];gene_id=CPIJ017247;logic_name=vectorbase_culex
CPIJ017262	0	0	0	0	0	0	1	0	1		Ubiquitin-protein ligase [Source:UniProtKB/TrEMBL%3BAcc:B0XD25]	ID=gene:CPIJ017262;biotype=protein_coding;description=Ubiquitin-protein ligase [Source:UniProtKB/TrEMBL%3BAcc:B0XD25];gene_id=CPIJ017262;logic_name=vectorbase_culex
CPIJ017267	0	0	0	1	0	0	0	0	0		protein kinase domain-containing protein ppk32 [Source:VB Community Annotation]	ID=gene:CPIJ017267;biotype=protein_coding;description=protein kinase domain-containing protein ppk32 [Source:VB Community Annotation];gene_id=CPIJ017267;logic_name=vectorbase_culex
CPIJ017273	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE38]	ID=gene:CPIJ017273;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE38];gene_id=CPIJ017273;logic_name=vectorbase_culex
CPIJ017278	0	0	0	1	0	0	0	0	0		Zinc finger protein 436 [Source:UniProtKB/TrEMBL%3BAcc:B0XD47]	ID=gene:CPIJ017278;biotype=protein_coding;description=Zinc finger protein 436 [Source:UniProtKB/TrEMBL%3BAcc:B0XD47];gene_id=CPIJ017278;logic_name=vectorbase_culex
CPIJ017288	0	0	0	0	1	0	0	0	1		Mitochondrial solute carrier protein (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XD62]	ID=gene:CPIJ017288;biotype=protein_coding;description=Mitochondrial solute carrier protein (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XD62];gene_id=CPIJ017288;logic_name=vectorbase_culex
CPIJ017303	0	0	0	0	0	1	1	0	0		4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0XDV6]	ID=gene:CPIJ017303;biotype=protein_coding;description=4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0XDV6];gene_id=CPIJ017303;logic_name=vectorbase_culex
CPIJ017307	0	0	0	0	1	0	0	0	0		24 kDa salivary protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDW0]	ID=gene:CPIJ017307;biotype=protein_coding;description=24 kDa salivary protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDW0];gene_id=CPIJ017307;logic_name=vectorbase_culex
CPIJ017324	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEB5]	ID=gene:CPIJ017324;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEB5];gene_id=CPIJ017324;logic_name=vectorbase_culex
CPIJ017337	0	0	0	0	0	1	0	0	0			ID=gene:CPIJ017337;biotype=protein_coding;gene_id=CPIJ017337;logic_name=vectorbase_culex
CPIJ017369	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCT2]	ID=gene:CPIJ017369;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCT2];gene_id=CPIJ017369;logic_name=vectorbase_culex
CPIJ017376	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD00]	ID=gene:CPIJ017376;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD00];gene_id=CPIJ017376;logic_name=vectorbase_culex
CPIJ017378	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD02]	ID=gene:CPIJ017378;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD02];gene_id=CPIJ017378;logic_name=vectorbase_culex
CPIJ017417	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCW5]	ID=gene:CPIJ017417;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCW5];gene_id=CPIJ017417;logic_name=vectorbase_culex
CPIJ017445	0	0	0	0	0	1	1	0	0		DNA-directed RNA polymerase III subunit F [Source:VB Community Annotation]	ID=gene:CPIJ017445;biotype=protein_coding;description=DNA-directed RNA polymerase III subunit F [Source:VB Community Annotation];gene_id=CPIJ017445;logic_name=vectorbase_culex
CPIJ017446	0	0	0	0	0	0	0	0	1		Transmembrane protein 129 [Source:UniProtKB/TrEMBL%3BAcc:B0XD82]	ID=gene:CPIJ017446;biotype=protein_coding;description=Transmembrane protein 129 [Source:UniProtKB/TrEMBL%3BAcc:B0XD82];gene_id=CPIJ017446;logic_name=vectorbase_culex
CPIJ017447	0	0	0	1	1	0	0	0	1		Adaptin ear-binding coat-associated protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XD83]	ID=gene:CPIJ017447;biotype=protein_coding;description=Adaptin ear-binding coat-associated protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XD83];gene_id=CPIJ017447;logic_name=vectorbase_culex
CPIJ017461	0	0	0	0	1	0	0	0	1		Aldo-keto reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XE07]	ID=gene:CPIJ017461;biotype=protein_coding;description=Aldo-keto reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XE07];gene_id=CPIJ017461;logic_name=vectorbase_culex
CPIJ017471	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDE8]	ID=gene:CPIJ017471;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDE8];gene_id=CPIJ017471;logic_name=vectorbase_culex
CPIJ017519	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDX9]	ID=gene:CPIJ017519;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDX9];gene_id=CPIJ017519;logic_name=vectorbase_culex
